order_id	quantity	price
1656	2	13.0
1657	4	26.0
1658	2	13.7
1659	2	23.0
1660	19	70.25
1661	2	13.4
1662	5	25.7
1663	2	12.5
1664	4	29.14
1665	3	12.15
1666	2	15.24
1667	2	12.75
1668	2	13.2
1669	2	13.2
1670	4	21.0
1671	4	13.25
1672	2	12.5
1673	5	28.599998
1674	2	15.7
1675	2	13.2
1676	3	14.95
1677	2	15.7
1678	2	13.2
1679	5	32.85
1680	2	13.25
1681	2	15.7
1682	3	12.4
1683	2	13.2
1684	2	20.5
1685	2	17.5
1686	2	22.5
1687	3	12.4
1688	2	13.9
1689	2	12.2
1690	4	24.2
1691	4	25.5
1692	3	24.39
1693	2	13.84
1694	3	12.4
1695	3	29.75
1696	4	26.2
1697	2	12.2
1698	3	19.65
1699	3	31.25
1700	2	23.0
1701	4	26.8
1702	2	17.98
1703	4	38.5
1704	2	13.2
1705	3	14.45
1706	2	12.5
1707	2	17.5
1708	2	20.0
1709	4	13.0
1710	2	13.9
1711	2	13.2
1712	2	13.2
1713	2	20.5
1714	3	22.45
1715	3	17.45
1716	2	16.2
1717	3	22.65
1718	4	34.9
1719	5	33.15
1720	2	16.34
1721	2	13.2
1722	2	12.2
1723	2	14.2
1724	2	22.5
1725	2	14.2
1726	2	21.0
1727	2	12.2
1728	2	13.4
1729	3	18.15
1730	2	20.0
1731	2	22.5
1732	3	12.15
1733	2	12.5
1734	2	13.2
1735	3	23.75
1736	2	13.0
1737	3	33.75
1738	4	36.0
1739	2	13.0
1740	2	13.7
1741	3	19.689999
1742	3	29.49
1743	2	18.0
1744	2	13.4
1745	4	28.9
1746	5	24.95
1747	2	20.0
1748	3	25.65
1749	3	17.45
1750	2	23.5
1751	4	24.94
1752	2	18.14
1753	3	14.95
1754	2	12.5
1755	3	12.95
1756	2	15.7
1757	3	14.7
1758	2	13.7
1759	3	12.95
1760	2	14.2
1761	6	39.3
1762	2	18.64
1763	3	14.95
1764	7	55.55
1765	3	15.15
1766	4	36.7
1767	2	17.5
1768	3	31.75
1769	2	13.2
1770	2	13.25
1771	2	17.5
1772	3	32.25
1773	2	16.2
1774	2	13.7
1775	3	28.75
1776	3	12.4
1777	2	13.7
1778	4	12.75
1779	3	12.95
1780	2	22.5
1781	2	13.25
1782	2	13.4
1783	2	18.0
1784	2	14.7
1785	4	13.0
1786	20	114.3
1787	3	12.95
1788	3	14.65
1789	4	23.0
1790	3	15.45
1791	2	13.9
1792	2	12.75
1793	3	22.47
1794	3	14.45
1795	3	14.45
1796	2	13.25
1797	2	17.5
1798	3	29.49
1799	3	12.15
1800	3	19.689999
1801	2	13.2
1802	2	20.0
1803	3	20.189999
1804	3	14.45
1805	2	20.0
1806	4	13.0
1807	2	18.64
1808	2	13.7
1809	3	14.45
1810	2	23.0
1811	3	29.25
1812	4	22.5
1813	2	17.5
1814	2	13.7
1815	2	12.5
1816	2	13.2
1817	4	13.0
1818	2	18.14
1819	2	13.2
1820	2	12.5
1821	2	13.7
1822	4	23.0
1823	3	12.15
1824	3	26.95
1825	6	66.5
1826	4	15.95
1827	5	32.95
1828	3	14.45
1829	3	24.25
1830	2	23.0
1831	3	12.9
1832	2	13.2
1833	2	23.5
1834	3	28.75
